,Time frame,Waters,C_up,c_mid
116,116,5,103.15000915527344,97.62500381469727
117,117,4,105.76000213623047,100.03000259399414
118,118,7,105.49000549316406,98.15000534057617
119,119,1,108.25000762939453,100.50000762939453
120,120,1,105.05000305175781,97.95500183105469
121,121,0,106.46000671386719,99.29500579833984
122,122,15,109.02000427246094,99.32500457763672
123,123,1,104.27000427246094,96.82500457763672
124,124,3,107.7800064086914,100.6450080871582
125,125,2,107.40000915527344,99.21500778198242
126,126,2,106.22000885009766,98.02500915527344
127,127,7,106.95000457763672,98.2550048828125
128,128,4,105.99000549316406,97.78500366210938
129,129,2,104.87000274658203,97.96500778198242
130,130,4,106.08000946044922,99.09500503540039
131,131,5,104.40000915527344,98.18500518798828
132,132,1,106.010009765625,98.72500610351562
133,133,2,105.72000122070312,98.41000366210938
134,134,1,101.90000915527344,96.30000686645508
135,135,3,104.31000518798828,97.26000595092773
136,136,8,104.57000732421875,97.25000381469727
137,137,4,105.33000946044922,96.9950065612793
138,138,1,104.07000732421875,96.27500534057617
139,139,2,103.42001342773438,96.78500747680664
140,140,1,103.61000061035156,97.46500015258789
141,141,2,98.60000610351562,94.04000091552734
142,142,2,102.57000732421875,94.80000305175781
143,143,0,100.5,93.61000442504883
144,144,1,97.92000579833984,92.77000427246094
145,145,1,97.6300048828125,93.13500213623047
146,146,0,99.47000122070312,93.89500427246094
147,147,5,101.50000762939453,96.68500518798828
148,148,2,101.74000549316406,95.92000579833984
149,149,2,99.96000671386719,95.18500518798828
150,150,1,100.44999694824219,94.67499923706055
151,151,0,101.54000091552734,96.23500442504883
152,152,0,103.24000549316406,96.48500442504883
153,153,1,101.760009765625,96.1300048828125
154,154,3,99.69001007080078,96.14001083374023
155,155,1,105.24000549316406,99.08000564575195
156,156,4,104.29000854492188,97.51500701904297
157,157,3,101.48001098632812,95.56000900268555
158,158,0,100.49000549316406,95.56500244140625
159,159,0,102.4800033569336,97.01000213623047
160,160,0,100.93000793457031,96.32000732421875
161,161,2,103.4800033569336,96.71500778198242
162,162,0,102.54000854492188,96.6450080871582
163,163,1,102.56000518798828,95.85000610351562
164,164,1,104.17000579833984,97.87500381469727
165,165,5,104.3600082397461,97.72500610351562
166,166,1,101.25000762939453,97.82000350952148
167,167,0,101.25000762939453,96.26000595092773
168,168,0,98.76000213623047,96.11000442504883
169,169,3,100.20000457763672,95.81500625610352
170,170,4,101.09000396728516,96.1050033569336
171,171,3,101.31000518798828,98.22500610351562
172,172,5,100.9000015258789,97.04000473022461
173,173,5,101.31000518798828,96.71500778198242
174,174,0,101.02000427246094,98.3550033569336
175,175,0,99.93000030517578,95.99500274658203
176,176,1,100.8800048828125,95.8650016784668
177,177,1,100.3800048828125,95.06500244140625
178,178,4,99.93000030517578,95.37500381469727
179,179,3,100.52000427246094,95.08000564575195
180,180,5,102.1300048828125,96.59000396728516
181,181,9,103.41000366210938,98.43000411987305
182,182,0,101.6300048828125,98.05000305175781
183,183,4,99.97000885009766,95.56500625610352
184,184,8,102.19001007080078,95.77500915527344
185,185,2,100.69000244140625,95.56000137329102
186,186,2,99.31000518798828,95.17500305175781
187,187,1,99.45000457763672,94.18000411987305
188,188,0,100.95000457763672,95.36500549316406
189,189,3,101.4000015258789,94.72500228881836
190,190,4,100.0,95.7650032043457
191,191,3,103.79000854492188,97.14000701904297
192,192,1,106.39000701904297,99.24000549316406
193,193,7,105.1100082397461,97.8700065612793
194,194,1,103.58000946044922,97.57500839233398
195,195,0,100.22000122070312,95.20500183105469
196,196,2,103.3499984741211,96.48500442504883
197,197,0,101.34001159667969,95.34000396728516
198,198,0,99.4100112915039,93.7700080871582
199,199,1,100.86000061035156,95.83500289916992
200,200,6,101.81999969482422,94.7650032043457
201,201,4,100.16000366210938,93.09000396728516
202,202,2,101.26000213623047,94.86000442504883
203,203,1,104.3600082397461,97.44500732421875
204,204,1,103.510009765625,97.08500671386719
205,205,1,101.87000274658203,96.16500473022461
206,206,2,101.6300048828125,95.40500259399414
207,207,2,100.55000305175781,93.74000549316406
208,208,0,103.94000244140625,96.86000442504883
209,209,4,104.50000762939453,98.21000671386719
210,210,3,104.48001098632812,97.82000732421875
211,211,1,104.24000549316406,97.54500198364258
212,212,2,104.72000122070312,97.85499954223633
213,213,1,104.31999969482422,97.2650032043457
214,214,1,105.01000213623047,96.81000137329102
215,215,3,105.65000915527344,97.1100082397461
216,216,6,104.09000396728516,96.97500228881836
217,217,3,104.1300048828125,96.35000610351562
218,218,9,103.02000427246094,94.53000259399414
219,219,4,102.6100082397461,94.76500701904297
220,220,3,102.52000427246094,94.54000091552734
221,221,1,102.50000762939453,95.78500747680664
222,222,2,104.84000396728516,95.4950065612793
223,223,0,103.93000793457031,96.65000534057617
224,224,0,102.35000610351562,97.2350082397461
225,225,0,102.4800033569336,96.80500411987305
226,226,6,103.60000610351562,96.44500732421875
227,227,0,102.79000091552734,97.6500015258789
228,228,3,102.27000427246094,98.10000610351562
229,229,0,101.58000946044922,96.55000686645508
230,230,2,102.27000427246094,96.1500015258789
231,231,0,97.70000457763672,92.16500473022461
232,232,1,100.02999877929688,94.06500244140625
233,233,2,103.4800033569336,98.1300048828125
234,234,0,100.89000701904297,95.94500350952148
235,235,1,104.0300064086914,98.54000473022461
236,236,3,103.76000213623047,98.97000122070312
237,237,0,100.65000915527344,94.38500595092773
238,238,1,100.99000549316406,94.05000305175781
239,239,3,101.39000701904297,94.19500732421875
240,240,0,102.70000457763672,94.61500549316406
241,241,1,101.62001037597656,96.51000595092773
242,242,0,102.62000274658203,96.94500350952148
243,243,1,102.06000518798828,95.55500411987305
244,244,3,101.83000183105469,95.04000473022461
245,245,5,102.6500015258789,96.59500503540039
246,246,5,100.58999633789062,94.2300033569336
247,247,4,102.51000213623047,95.23500442504883
248,248,5,103.4800033569336,95.71500015258789
249,249,2,102.90000915527344,95.08000946044922
250,250,2,100.2800064086914,94.53500747680664
251,251,1,102.70000457763672,96.6400032043457
252,252,0,100.46000671386719,93.88500213623047
253,253,9,103.22000122070312,96.51000213623047
254,254,2,102.08000183105469,96.5150032043457
255,255,2,103.29000854492188,96.25500869750977
256,256,1,100.40000915527344,96.5300064086914
257,257,2,103.5,97.05000305175781
258,258,2,105.02000427246094,97.46500396728516
259,259,2,103.84001159667969,97.46500778198242
260,260,2,103.91999816894531,96.80500411987305
261,261,1,104.80000305175781,97.77500534057617
262,262,2,105.32000732421875,97.11000442504883
263,263,6,105.20000457763672,97.62500381469727
264,264,2,102.18000793457031,96.36500549316406
265,265,1,102.94000244140625,97.3550033569336
266,266,0,100.36000061035156,95.60000228881836
267,267,1,99.69001007080078,95.44000625610352
268,268,1,101.81999969482422,96.35000228881836
269,269,1,101.52000427246094,96.00000381469727
270,270,0,100.58000183105469,95.3900032043457
271,271,0,101.83000183105469,96.38500595092773
272,272,1,103.31000518798828,98.78000259399414
273,273,1,101.62001037597656,95.42000961303711
274,274,3,101.17000579833984,95.4050064086914
275,275,6,103.75000762939453,97.47000503540039
276,276,3,102.92000579833984,96.83500671386719
277,277,2,103.26000213623047,97.90500259399414
278,278,0,101.08000946044922,97.36000442504883
279,279,0,99.58000183105469,95.07500076293945
280,280,0,101.06001281738281,95.7350082397461
281,281,2,102.6100082397461,96.1200065612793
282,282,0,102.1500015258789,96.86000442504883
283,283,3,106.39000701904297,98.03000259399414
284,284,1,104.66000366210938,96.71000289916992
285,285,0,103.62000274658203,95.96500396728516
286,286,2,104.56000518798828,96.7450065612793
287,287,4,106.7800064086914,99.25000762939453
288,288,3,105.1500015258789,97.09000396728516
289,289,0,101.760009765625,94.8550033569336
290,290,10,104.92000579833984,95.9850082397461
291,291,2,104.00000762939453,96.69500350952148
292,292,4,105.93000793457031,98.02500534057617
293,293,4,103.37001037597656,95.17500305175781
294,294,3,105.79000854492188,96.79000473022461
295,295,0,103.24000549316406,95.79500198364258
296,296,1,104.75,96.16500091552734
297,297,0,102.71000671386719,95.48500442504883
298,298,1,103.08999633789062,95.125
299,299,0,102.75000762939453,96.09000778198242
300,300,3,104.42000579833984,96.91000747680664
301,301,3,102.80999755859375,97.44000244140625
302,302,2,103.52000427246094,97.67000198364258
303,303,0,103.5300064086914,95.98000717163086
304,304,0,102.55000305175781,95.5050048828125
305,305,0,103.45000457763672,97.3550033569336
306,306,1,100.56999969482422,95.05500411987305
307,307,0,98.65000915527344,94.05500411987305
308,308,0,99.48001098632812,94.2350082397461
309,309,0,101.31000518798828,96.07000350952148
310,310,4,102.58000183105469,95.26499938964844
311,311,2,103.010009765625,97.2800064086914
312,312,1,100.96000671386719,95.06500625610352
313,313,2,103.41000366210938,96.46000289916992
314,314,0,102.86000061035156,97.45000457763672
315,315,4,105.1300048828125,97.54500579833984
316,316,0,102.24000549316406,96.15000534057617
317,317,0,99.01000213623047,93.66500473022461
318,318,0,100.76000213623047,96.1200065612793
319,319,5,103.19000244140625,96.25500106811523
320,320,3,101.83999633789062,96.68500137329102
321,321,0,101.79000854492188,94.39000701904297
322,322,7,102.20000457763672,94.78000259399414
323,323,6,99.14000701904297,93.73000717163086
324,324,3,100.3800048828125,94.23500061035156
325,325,4,101.17000579833984,95.11000442504883
326,326,5,100.6300048828125,95.52000427246094
327,327,11,100.83000183105469,95.82500457763672
328,328,1,100.41000366210938,96.60000228881836
329,329,0,103.5,98.13500213623047
330,330,2,100.25000762939453,95.5050048828125
331,331,2,104.19000244140625,96.86500549316406
332,332,2,103.33000183105469,98.34500122070312
333,333,1,103.55000305175781,98.26000595092773
334,334,3,102.99000549316406,96.92000198364258
335,335,2,104.11000061035156,97.42500305175781
336,336,1,100.35000610351562,95.67000198364258
337,337,1,102.11000061035156,95.93000030517578
338,338,1,101.30000305175781,94.05000305175781
339,339,0,103.1100082397461,95.89500427246094
340,340,4,100.81000518798828,94.25000381469727
341,341,4,103.1300048828125,95.78500747680664
342,342,5,103.80000305175781,96.41000366210938
343,343,0,103.69000244140625,96.30000305175781
344,344,0,103.95000457763672,98.07000732421875
345,345,0,100.94001007080078,93.75000381469727
346,346,4,102.66999816894531,95.71500015258789
347,347,2,100.6300048828125,94.86500549316406
348,348,6,99.99000549316406,94.36000442504883
349,349,0,99.4100112915039,94.08500671386719
350,350,1,100.70999908447266,94.29000473022461
351,351,0,101.69000244140625,96.2450065612793
352,352,9,103.81000518798828,97.11000442504883
353,353,2,103.47000122070312,95.71500396728516
354,354,1,102.42000579833984,95.98000717163086
355,355,11,104.6500015258789,95.89500427246094
356,356,2,103.9000015258789,96.91000366210938
357,357,1,100.9800033569336,94.51000595092773
358,358,2,101.30000305175781,95.34000396728516
359,359,1,102.58000183105469,95.55000305175781
360,360,2,105.2800064086914,97.76500701904297
361,361,0,101.15000915527344,93.59000778198242
362,362,1,103.37001037597656,95.89000701904297
363,363,1,99.21000671386719,94.04000473022461
364,364,0,103.91000366210938,97.05500411987305
365,365,0,103.4000015258789,95.6150016784668
366,366,0,102.14000701904297,96.49500274658203
367,367,0,101.19000244140625,95.5050048828125
368,368,0,101.29000854492188,96.65000534057617
369,369,0,101.83999633789062,96.39500045776367
370,370,1,102.93000030517578,96.77000427246094
371,371,0,101.90000915527344,95.70000839233398
372,372,1,101.10000610351562,95.32000732421875
373,373,0,100.52000427246094,95.11000442504883
374,374,1,102.64000701904297,96.20500564575195
375,375,2,101.58000946044922,95.56501007080078
376,376,5,101.09000396728516,95.2300033569336
377,377,2,102.74000549316406,97.06500625610352
378,378,0,104.22000885009766,97.15501022338867
379,379,0,104.57000732421875,97.58500671386719
380,380,1,104.93000030517578,98.0250015258789
381,381,0,104.14000701904297,98.42000579833984
382,382,2,104.0300064086914,97.7800064086914
383,383,6,105.21000671386719,97.77500534057617
384,384,3,104.18000030517578,99.67000198364258
385,385,0,104.10000610351562,98.78500366210938
386,386,2,103.25000762939453,98.11500549316406
387,387,9,104.72000122070312,97.36000061035156
388,388,3,103.13999938964844,96.47000122070312
389,389,2,103.13999938964844,96.46500015258789
390,390,1,102.82000732421875,96.93000411987305
391,391,2,104.3800048828125,98.77000427246094
392,392,1,105.09001159667969,97.55000686645508
393,393,2,101.41999816894531,96.0150032043457
394,394,1,103.04000854492188,98.61500549316406
395,395,0,102.49000549316406,97.77500534057617
396,396,6,105.41000366210938,97.92500305175781
397,397,1,105.34000396728516,97.72500610351562
398,398,2,105.30000305175781,97.6150016784668
399,399,2,104.07000732421875,96.50000762939453
400,400,3,104.91000366210938,97.35000228881836
401,401,3,101.95999908447266,95.83000183105469
402,402,2,100.69000244140625,96.26499938964844
403,403,5,103.3800048828125,96.6300048828125
404,404,1,103.1100082397461,96.04500961303711
405,405,3,102.2300033569336,95.02000045776367
406,406,4,102.8800048828125,97.3700065612793
407,407,5,104.55001068115234,99.30000686645508
408,408,1,101.8800048828125,97.77500534057617
409,409,3,103.0,97.44499969482422
410,410,2,102.51000213623047,98.2400016784668
411,411,0,102.64000701904297,95.82000732421875
412,412,1,104.67001342773438,97.31501007080078
413,413,1,103.22000122070312,96.52500534057617
414,414,3,106.59000396728516,99.17000198364258
415,415,5,101.1300048828125,94.87000274658203
416,416,3,101.20001220703125,94.92501068115234
417,417,1,100.87001037597656,96.23000717163086
418,418,1,101.11000061035156,95.1500015258789
419,419,0,101.65000915527344,95.22500610351562
420,420,2,104.29000854492188,96.94500350952148
421,421,1,101.67000579833984,95.0150032043457
422,422,3,101.27999877929688,95.22000122070312
423,423,6,100.44999694824219,95.97999954223633
424,424,3,100.02999877929688,94.21500015258789
425,425,0,101.83999633789062,96.20499801635742
426,426,2,100.96000671386719,96.54000854492188
427,427,1,100.40000915527344,95.0300064086914
428,428,1,103.22000122070312,96.19500350952148
429,429,0,101.35000610351562,95.47000503540039
430,430,2,101.7300033569336,95.17000198364258
431,431,0,102.59001159667969,95.97000885009766
432,432,2,104.31999969482422,97.57500076293945
433,433,5,102.34000396728516,96.42000198364258
434,434,7,103.06000518798828,95.75000762939453
435,435,5,104.2800064086914,97.58500671386719
436,436,7,103.79000854492188,98.09500885009766
437,437,1,101.13999938964844,96.4000015258789
438,438,3,103.94000244140625,97.84000396728516
439,439,1,100.36000061035156,95.7750015258789
440,440,4,99.64000701904297,95.37500381469727
441,441,0,99.7800064086914,94.9950065612793
442,442,1,99.05999755859375,96.59500122070312
443,443,0,97.05001068115234,93.98000717163086
444,444,0,98.43000793457031,94.77500534057617
445,445,1,98.41000366210938,92.44500732421875
446,446,0,96.30000305175781,92.8550033569336
447,447,1,100.09001159667969,97.24501037597656
448,448,1,97.43000030517578,93.71000289916992
449,449,0,98.89000701904297,94.34000396728516
450,450,0,102.6300048828125,98.59500503540039
451,451,0,100.26000213623047,94.96500015258789
452,452,4,103.81000518798828,97.19500350952148
453,453,0,104.0300064086914,96.79000854492188
454,454,0,101.5300064086914,94.72000503540039
455,455,0,100.72000122070312,94.33499908447266
456,456,1,102.99000549316406,96.34000778198242
457,457,1,103.7300033569336,96.3900032043457
458,458,3,103.20999908447266,96.43500137329102
459,459,2,104.64000701904297,99.30000686645508
460,460,1,103.57000732421875,96.02500534057617
461,461,0,104.40000915527344,97.96500778198242
462,462,3,104.0300064086914,97.91500473022461
463,463,3,102.8800048828125,96.92500305175781
464,464,5,101.81999969482422,96.42000198364258
465,465,1,101.25000762939453,96.0300064086914
466,466,1,104.05000305175781,97.31000137329102
467,467,1,103.56001281738281,96.89000701904297
468,468,0,101.90000915527344,95.92501068115234
469,469,2,103.04000854492188,97.21000671386719
470,470,3,104.04000091552734,96.94000244140625
471,471,1,102.74000549316406,96.63500595092773
472,472,0,102.08000183105469,97.75
473,473,1,102.17001342773438,96.02500915527344
474,474,1,99.3600082397461,93.27500915527344
475,475,1,100.56999969482422,95.26000595092773
476,476,1,101.85000610351562,95.1100082397461
477,477,0,104.01000213623047,97.5250015258789
478,478,1,103.08999633789062,97.31000137329102
479,479,2,103.27999877929688,95.67000198364258
480,480,1,103.23001098632812,96.79500579833984
481,481,0,102.36000061035156,96.60000228881836
482,482,1,104.52999877929688,97.67500305175781
483,483,0,101.05000305175781,95.30000686645508
484,484,1,100.55000305175781,93.72500610351562
485,485,0,98.9000015258789,94.1050033569336
486,486,1,100.49000549316406,94.01000213623047
487,487,0,100.91000366210938,94.63500213623047
488,488,2,101.0,95.4800033569336
489,489,2,99.24000549316406,93.95000457763672
490,490,0,100.510009765625,94.67000579833984
491,491,0,98.47000122070312,93.6050033569336
492,492,2,98.25000762939453,94.19500732421875
493,493,5,97.21000671386719,93.32500457763672
494,494,4,100.93000793457031,97.05500793457031
495,495,2,99.99000549316406,95.26000595092773
496,496,3,102.00000762939453,96.67500686645508
497,497,2,98.98001098632812,95.55500793457031
498,498,4,100.18000793457031,94.43000411987305
499,499,4,99.74000549316406,94.75000762939453
500,500,0,98.77999877929688,94.45000076293945
